Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL
1,SETLSB-A,003.675000,,0.000000,,88.5,88.5,023,NN,LSB,5.00,S,,,,
2,SETLSB-B,007.135000,,0.000000,,88.5,88.5,023,NN,LSB,5.00,S,,,,
3,SETUSB-C,014.135000,,0.000000,,88.5,88.5,023,NN,USB,5.00,S,,,,
4,SETUSB-D,018.135000,,0.000000,,88.5,88.5,023,NN,USB,5.00,S,,,,
5,SETUSB-E,021.135000,,0.000000,,88.5,88.5,023,NN,USB,5.00,S,,,,
6,SETUSB-F,028.235000,,0.000000,,88.5,88.5,023,NN,USB,5.00,S,,,,
7,SETCW-G,003.535000,,0.000000,,88.5,88.5,023,NN,CW,5.00,S,,,,
8,SETCW-H,007.035000,,0.000000,,88.5,88.5,023,NN,CW,5.00,S,,,,
9,SETCW-I,014.035000,,0.000000,,88.5,88.5,023,NN,CW,5.00,S,,,,
10,SETCW-J,018.075000,,0.000000,,88.5,88.5,023,NN,CW,5.00,S,,,,
11,SETCW-K,021.035000,,0.000000,,88.5,88.5,023,NN,CW,5.00,S,,,,
12,SETCW-L,028.035000,,0.000000,,88.5,88.5,023,NN,CW,5.00,S,,,,
13,SETDIG-M,003.596000,,0.000000,,88.5,88.5,023,NN,DIG,5.00,S,,,,
14,SETDIG-N,007.096000,,0.000000,,88.5,88.5,023,NN,DIG,5.00,S,,,,
15,SETDIG-O,014.096000,,0.000000,,88.5,88.5,023,NN,DIG,5.00,S,,,,
16,SETDIG-P,018.096000,,0.000000,,88.5,88.5,023,NN,DIG,5.00,S,,,,
17,SETDIG-Q,021.096000,,0.000000,,88.5,88.5,023,NN,DIG,5.00,S,,,,
18,SETDIG-R,028.096000,,0.000000,,88.5,88.5,023,NN,DIG,5.00,S,,,,
