Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
,????,159.025000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.050000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.075000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.100000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.125000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.150000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.175000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.200000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.225000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.250000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.275000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.300000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.325000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.350000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.375000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.400000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.425000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.450000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.475000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.500000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.525000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.550000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.575000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.600000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.625000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.650000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.675000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.700000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.725000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.750000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.775000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.800000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.825000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.850000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.875000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.900000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.925000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.950000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,159.975000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,160.050000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,160.200000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,160.275000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,160.350000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,160.500000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,160.900000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,160.975000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.000000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.025000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.050000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.075000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.100000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.125000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.150000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.175000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.200000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.225000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.250000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.275000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.300000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.325000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.350000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.375000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.400000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.425000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.450000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,161.475000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,162.050000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,162.075000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,162.100000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,162.125000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,162.175000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,162.200000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,162.225000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,162.250000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,162.275000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,162.300000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,162.325000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,162.350000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
,????,162.375000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,,
https://www.radioreference.com/apps/db/?aid=7747
