Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
45,445900,445.900000,,0.000000,,88.5,88.5,023,NN,DMR,6.25,,ColorCode: 1;RepeaterSlot: 1,,,,
46,445925,445.925000,,0.000000,,88.5,88.5,023,NN,DMR,6.25,,ColorCode: 1;RepeaterSlot: 1,,,,
47,445950,445.950000,,0.000000,,88.5,88.5,023,NN,DMR,6.25,,ColorCode: 1;RepeaterSlot: 1,,,,
48,445975,445.975000,,0.000000,,88.5,88.5,023,NN,DMR,6.25,,ColorCode: 1;RepeaterSlot: 1,,,,
49,446800,446.800000,,0.000000,,88.5,88.5,023,NN,DMR,6.25,,ColorCode: 1;RepeaterSlot: 1,,,,
50,446825,446.825000,,0.000000,,88.5,88.5,023,NN,DMR,6.25,,ColorCode: 1;RepeaterSlot: 1,,,,
51,446850,446.850000,,0.000000,,88.5,88.5,023,NN,DMR,6.25,,ColorCode: 1;RepeaterSlot: 1,,,,
52,446875,446.875000,,0.000000,,88.5,88.5,023,NN,DMR,6.25,,ColorCode: 1;RepeaterSlot: 1,,,,
53,446900,446.900000,,0.000000,,88.5,88.5,023,NN,DMR,6.25,,ColorCode: 1;RepeaterSlot: 1,,,,
54,446925,446.925000,,0.000000,,88.5,88.5,023,NN,DMR,6.25,,ColorCode: 1;RepeaterSlot: 1,,,,
55,446950,446.950000,,0.000000,,88.5,88.5,023,NN,DMR,6.25,,ColorCode: 1;RepeaterSlot: 1,,,,
56,446975,446.975000,,0.000000,,88.5,88.5,023,NN,DMR,6.25,,ColorCode: 1;RepeaterSlot: 1,,,,
