Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL
1,MURS1,151.820000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,S,,,,
2,MURS2,151.880000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,S,,,,
3,MURS3,151.940000,,0.000000,,88.5,88.5,023,NN,NFM,5.00,S,,,,
4,MURS4B,154.570000,,0.000000,,88.5,88.5,023,NN,FM,5.00,S,,,,
5,MURS5G,154.600000,,0.000000,,88.5,88.5,023,NN,FM,5.00,S,,,,
