Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL
1,VE2RWO,146.910000,-,0.600000,TSQL,88.5,88.5,023,NN,FM,5.00,,,,,
2,UVE2RCW,442.500000,+,5.000000,TSQL,141.3,141.3,023,NN,FM,6.25,,,,,
3,VA2OZ,147.375000,+,0.600000,TSQL,107.2,107.2,023,NN,FM,5.00,,,,,
4,UVE2OCZ,444.950000,+,5.000000,TSQL,107.2,107.2,023,NN,FM,6.25,,,,,
