Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL
1,UVE3WPO,442.400000,+,5.000000,,88.5,88.5,023,NN,FM,5.00,S,,Westport,,,
