Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL
1,VE3KJG,146.640000,-,0.600000,,88.5,88.5,023,NN,FM,5.00,S,,,,
2,VA3TEL,145.370000,-,0.600000,,88.5,88.5,023,NN,FM,5.00,S,,,,
3,VE3LCA,146.995000,-,0.600000,,88.5,88.5,023,NN,FM,5.00,S,,,,
4,146580,146.580000,,0.000000,,88.5,88.5,023,NN,FM,5.00,S,,,,
5,146550,146.550000,,0.000000,,88.5,88.5,023,NN,FM,5.00,S,,,,
